0,31,967,96.794208893485
1,22,926,97.62419006479482
2,60,962,93.76299376299376
3,25,903,97.23145071982282
4,31,955,96.75392670157068
5,52,917,94.32933478735005
6,26,923,97.1830985915493
7,43,947,95.45934530095037
8,31,892,96.52466367713005
9,54,955,94.3455497382199
10,33,937,96.47812166488794
11,70,932,92.4892703862661
12,31,955,96.75392670157068
13,33,893,96.30459126539753
14,47,939,94.99467518636848
15,21,947,97.78247096092925
16,45,894,94.96644295302013
17,24,948,97.46835443037975
18,28,941,97.02444208289054
19,171,924,81.49350649350649
20,39,922,95.7700650759219
21,32,902,96.45232815964523
22,40,928,95.6896551724138
23,86,881,90.2383654937571
24,31,912,96.60087719298245
25,20,940,97.87234042553192
26,32,945,96.6137566137566
27,50,934,94.64668094218416
28,27,983,97.25330620549339
29,22,941,97.66206163655686
30,23,936,97.54273504273505
31,43,954,95.49266247379455
32,26,904,97.12389380530973
33,46,921,95.00542888165037
34,34,923,96.31635969664138
35,23,952,97.58403361344538
36,23,942,97.5583864118896
37,33,925,96.43243243243244
38,37,908,95.9251101321586
39,63,917,93.12977099236642
40,40,939,95.74014909478169
41,205,927,77.88565264293419
42,43,926,95.35637149028078
43,28,934,97.00214132762312
44,37,941,96.06801275239107
45,31,944,96.71610169491525
46,49,939,94.78168264110757
47,34,927,96.33225458468176
48,36,923,96.09967497291441
49,34,932,96.3519313304721
